title,genres
Kick-Ass,"action, comedy, crime"
The New Mutants,"action, horror, mystery"
Rocketman,"biography, drama, musical"
White Chicks,"comedy, crime"
The Deep House,"drama, horror, mystery"
Bad Education,"biography, comedy, crime"
Room in Rome,"drama, romance"
Sleepers,"crime, drama, thriller"
Rock of Ages,"comedy, drama, musical"
Blazing Saddles,"comedy, western"
It Follows,"horror, mystery, thriller"
Zodiac,"crime, drama, mystery"
Hell or High Water,"action, crime, drama"
Constantine,"action, fantasy, horror"
Intimacy,"drama, romance"
Top Secret!,"comedy, crime, music"
Coco,"animation, adventure, comedy"
Mamma Mia! Here We Go Again,"comedy, musical, romance"
Kingsman: The Golden Circle,"action, adventure, comedy"
Pennies from Heaven,"drama, musical, romance"
Gold,"crime, drama"
Bill & Ted Face the Music,"adventure, comedy, music"
Allied,"action, drama, romance"
King of Thieves,"biography, crime, drama"
Marriage Story,"drama, romance"
First Blood,"action, adventure, thriller"
Not Another Teen Movie,comedy
Iron Man Three,"action, adventure, sci-fi"
Hook,"adventure, comedy, family"
Training Day,"action, crime, drama"
Carrie,"horror, mystery"
Birds of Prey,"action, adventure, comedy"
The Karate Kid,"action, drama, family"
The Talented Mr. Ripley,"crime, drama, thriller"
Orphan,"horror, mystery, thriller"
Rocky,"drama, sport"
Indiana Jones and the Temple of Doom,"action, adventure"
Kong: Skull Island,"action, adventure, fantasy"
Big Fish,"adventure, drama, fantasy"
Magic Mike XXL,"comedy, drama, music"
Extraction,"action, thriller"
National Lampoon's Vacation,"adventure, comedy"
The Tragedy of Macbeth,"drama, mystery, thriller"
Sinister,"horror, mystery, thriller"
Hot Fuzz,"action, comedy, mystery"
Miami Vice,"action, adventure, crime"
She's All That,"comedy, romance"
Love and Monsters,"action, adventure, comedy"
L.A. Confidential,"crime, drama, mystery"
American Underdog,"biography, drama, sport"
The Little Things,"crime, drama, mystery"
The Addams Family,"comedy, fantasy"
The Other Guys,"action, comedy, crime"
Copshop,"action, crime, thriller"
Silver Linings Playbook,"comedy, drama, romance"
Unforgiven,"drama, western"
Billy Madison,comedy
12 Monkeys,"mystery, sci-fi, thriller"
Toy Story 2,"animation, adventure, comedy"
Star Trek Beyond,"action, adventure, sci-fi"
Old School,comedy
Ant-Man,"action, adventure, comedy"
Passengers,"drama, romance, sci-fi"
Martyrs,horror
Bombshell,"biography, drama"
500 Days of Summer,"comedy, drama, romance"
Flag Day,"crime, drama"
Hulk,"action, sci-fi"
Showgirls,drama
The Ninth Gate,"mystery, thriller"
Cruel Intentions,"drama, romance"
Blade,"action, horror, sci-fi"
Evil Dead,horror
Dallas Buyers Club,"biography, drama"
Witness,"drama, romance, thriller"
Rio Bravo,western
Moonrise Kingdom,"comedy, drama, romance"
Train to Busan,"action, horror, thriller"
Lethal Weapon,"action, crime, thriller"
Waiting for the Barbarians,drama
Secret Window,"drama, mystery, thriller"
I'm Thinking of Ending Things,"drama, thriller"
We Need to Talk About Kevin,"drama, mystery, thriller"
SpaceCamp,"adventure, family, sci-fi"
Up,"animation, adventure, comedy"
Suspiria,"drama, fantasy, horror"
The Village,"drama, mystery, thriller"
There's Something About Mary,"comedy, romance"
The Color of Money,"drama, sport"
Total Recall,"action, adventure, sci-fi"
Godzilla: King of the Monsters,"action, adventure, fantasy"
We Can Be Heroes,"action, comedy, drama"
The Mask,"action, comedy, crime"
50 First Dates,"comedy, drama, romance"
The Others,"horror, mystery, thriller"
American Reunion,comedy
"Three Billboards Outside Ebbing, Missouri","comedy, crime, drama"
13 Hours,"action, drama, history"
Soul,"animation, adventure, comedy"
Knock Knock,"drama, thriller"
The Protégé,"action, thriller"
Shaun of the Dead,"comedy, horror"
Polar,"action, crime, drama"
Memories of Murder,"crime, drama, mystery"
King Arthur: Legend of the Sword,"action, adventure, drama"
The Silencing,"action, crime, mystery"
The Little Hours,"comedy, romance"
The Ghost Writer,"crime, drama, mystery"
13 Going on 30,"comedy, fantasy, romance"
Amélie,"comedy, romance"
American Hustle,"crime, drama"
Fatal Attraction,"drama, thriller"
Amadeus,"biography, drama, music"
The Doors,"biography, drama, music"
Valley Girl,"comedy, romance"
Dances with Wolves,"adventure, drama, western"
Sucker Punch,"action, adventure, fantasy"
The Patriot,"action, drama, history"
Yesterday,"comedy, fantasy, music"
Warrior,"action, drama, sport"
X-Men: Apocalypse,"action, adventure, sci-fi"
Transformers: The Last Knight,"action, adventure, sci-fi"
Captain America: The Winter Soldier,"action, adventure, sci-fi"
Casablanca,"drama, romance, war"
The King of Staten Island,"comedy, drama"
Martha Marcy May Marlene,"drama, mystery, thriller"
The Legend of Tarzan,"action, adventure, drama"
No Strings Attached,"comedy, romance"
The Hunt for Red October,"action, adventure, thriller"
Just Like Heaven,"comedy, drama, fantasy"
The Forever Purge,"action, horror, thriller"
Footloose,"drama, music, romance"
The Way Back,"adventure, drama, history"
Hotel Mumbai,"action, drama, history"
Ocean's Eleven,"comedy, crime, music"
Vicky Cristina Barcelona,"comedy, drama, romance"
Crimson Peak,"drama, horror, mystery"
Delivery Man,"comedy, drama"
The Perfect Storm,"action, adventure, drama"
Eiffel,"biography, drama, history"
Manhattan,"comedy, drama, romance"
3 Idiots,"comedy, drama"
The Visit,"horror, mystery, thriller"
The Hitman's Bodyguard,"action, comedy, crime"
The Princess Diaries,"comedy, family, romance"
Friday,"comedy, drama"
Red Dawn,"action, drama"
How to Train Your Dragon,"animation, action, adventure"
Boiling Point,"drama, thriller"
The Ballad of Buster Scruggs,"comedy, drama, musical"
WALL·E,"animation, adventure, family"
Father of the Bride,"comedy, romance"
The Cabin in the Woods,"horror, mystery, thriller"
Batman Returns,"action, crime, fantasy"
Caligula,"drama, history"
Hercules,"animation, adventure, comedy"
Before Sunrise,"drama, romance"
Les Misérables in Concert: The 25th Anniversary,"drama, music, musical"
The Fast and the Furious: Tokyo Drift,"action, adventure, crime"
Game Night,"action, adventure, comedy"
"Lock, Stock and Two Smoking Barrels","action, comedy, crime"
Indiana Jones and the Last Crusade,"action, adventure"
The Fugitive,"action, crime, drama"
Red Sparrow,"action, drama, thriller"
Little Children,"drama, romance"
Who Framed Roger Rabbit,"animation, adventure, comedy"
Gone with the Wind,"drama, romance, war"
Mainstream,"comedy, drama"
The Phantom of the Opera,"drama, musical, romance"
How Do You Know,"comedy, drama, romance"
Inside Man,"crime, drama, mystery"
GoldenEye,"action, adventure, thriller"
The Lost City of Z,"adventure, biography, drama"
Minions,"animation, adventure, comedy"
The Rocky Horror Picture Show,"comedy, horror, musical"
Logan's Run,"action, adventure, sci-fi"
Saw,"horror, mystery, thriller"
Jennifer's Body,"comedy, horror"
Halloween,"horror, thriller"
Gattaca,"drama, sci-fi, thriller"
The Deer Hunter,"drama, war"
Batman v Superman: Dawn of Justice,"action, adventure, sci-fi"
Jumper,"action, adventure, sci-fi"
Wrong Turn,"horror, thriller"
Love & Other Drugs,"comedy, drama, romance"
Road House,"action, thriller"
Cinderella,"adventure, drama, family"
Sex Tape,"comedy, romance"
Robin Hood: Prince of Thieves,"action, adventure, drama"
American Pie 2,comedy
The Lobster,"comedy, drama, romance"
The Hitchhiker's Guide to the Galaxy,"adventure, comedy, sci-fi"
The Tender Bar,drama
Stardust,"adventure, family, fantasy"
Furious 7,"action, crime, thriller"
Pieces of a Woman,drama
Fast Five,"action, crime, thriller"
The Courier,"drama, history, thriller"
The Gift,"drama, mystery, thriller"
Flight,"drama, thriller"
Tremors,"comedy, horror"
Things Heard & Seen,"drama, horror, mystery"
Ant-Man and the Wasp,"action, adventure, comedy"
Brightburn,"drama, horror, mystery"
The Hot Spot,"crime, drama, romance"
RoboCop,"action, crime, sci-fi"
Rango,"animation, action, adventure"
The Marksman,"action, adventure, drama"
Men in Black,"action, adventure, comedy"
Finch,"adventure, drama, sci-fi"
Death Proof,"action, thriller"
Despicable Me,"animation, adventure, comedy"
Don't Breathe 2,"action, crime, thriller"
American Sniper,"action, biography, drama"
The Man from U.N.C.L.E.,"action, adventure, comedy"
Black Rain,"action, crime, thriller"
The Three Musketeers,"action, adventure"
Rambo: Last Blood,"action, crime, thriller"
Mothering Sunday,"drama, romance"
Archive,"drama, mystery, sci-fi"
The English Patient,"drama, romance, war"
Wanted,"action, crime, thriller"
National Lampoon's Animal House,comedy
Eraser,"action, crime, thriller"
Big Hero 6,"animation, action, adventure"
After Yang,"drama, sci-fi"
Little Women,"drama, family, romance"
Predators,"action, adventure, sci-fi"
Legally Blonde,"comedy, romance"
Mandy,"action, fantasy, horror"
Solace,"crime, drama, mystery"
Snowpiercer,"action, sci-fi, thriller"
Mortdecai,"action, adventure, comedy"
A Bug's Life,"animation, adventure, comedy"
Below Her Mouth,"drama, romance"
Shooter,"action, drama, thriller"
The Impossible,"adventure, drama, history"
Clue,"comedy, crime, mystery"
The Virgin Suicides,"drama, romance"
Wedding Crashers,"comedy, romance"
Killing Them Softly,"crime, drama, thriller"
Ted,comedy
That Awkward Moment,"comedy, romance"
Tangled,"animation, adventure, comedy"
The Fate of the Furious,"action, crime, thriller"
Gods of Egypt,"action, adventure, fantasy"
Sausage Party,"animation, adventure, comedy"
Kung Fu Panda,"animation, action, adventure"
Moonlight,drama
Fatherhood,"comedy, drama"
The Duke,"biography, comedy, drama"
Summer Rental,comedy
"Crouching Tiger, Hidden Dragon","action, adventure, drama"
Into the Woods,"adventure, comedy, drama"
Changeling,"biography, crime, drama"
Greenland,"action, drama, sci-fi"
"As Above, So Below","horror, mystery, thriller"
Vice,"biography, comedy, drama"
The House That Jack Built,"crime, drama, horror"
King Kong,"action, adventure, drama"
Candyman,"horror, thriller"
X: First Class,"action, adventure, sci-fi"
Under the Skin,"drama, horror, mystery"
Videodrome,"horror, sci-fi, thriller"
Road Trip,comedy
Fractured,thriller
Taps,drama
Mulan,"action, adventure, drama"
The Hot Chick,"comedy, fantasy"
I Think We're Alone Now,"drama, mystery, sci-fi"
Deep Impact,"action, drama, sci-fi"
Wander,thriller
The Warriors,"action, crime, thriller"
Queen of Hearts,drama
The Graduate,"comedy, drama, romance"
Spiral,"crime, drama, horror"
The Mule,"crime, drama, thriller"
Eurovision Song Contest: The Story of Fire Saga,"comedy, musical"
The Last of the Mohicans,"action, adventure, drama"
The Goldfinch,drama
U.S. Marshals,"action, crime, thriller"
The Prodigy,"fantasy, horror, mystery"
Last Tango in Paris,"drama, romance"
Hairspray,"comedy, drama, musical"
Magic Mike,"comedy, drama"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"comedy, war"
X-Men: Days of Future Past,"action, adventure, sci-fi"
Friday the 13th,"horror, mystery, thriller"
Don't Breathe,"crime, horror, thriller"
Hannibal,"crime, drama, thriller"
The Saint,"action, adventure, romance"
Climax,"drama, horror, music"
Iron Man 2,"action, adventure, sci-fi"
Underwater,"action, horror, sci-fi"
Drag Me to Hell,horror
The Place Beyond the Pines,"crime, drama, thriller"
Open Range,"action, drama, romance"
Signs,"drama, mystery, sci-fi"
The Wild Bunch,"action, adventure, western"
A Cure for Wellness,"drama, fantasy, horror"
Rumble,"animation, comedy, family"
Bad Boys for Life,"action, comedy, crime"
Law Abiding Citizen,"action, crime, drama"
Antlers,"drama, horror, mystery"
Slumdog Millionaire,"drama, romance"
Toy Story 3,"animation, adventure, comedy"
Scream 4,"horror, mystery"
Maverick,"action, adventure, comedy"
Superman,"action, adventure, sci-fi"
Children of Men,"action, drama, sci-fi"
Antebellum,"drama, horror, mystery"
The Favourite,"biography, comedy, drama"
Percy Jackson & the Olympians: The Lightning Thief,"adventure, family, fantasy"
The Mummy Returns,"action, adventure, fantasy"
Furious 6,"action, crime, thriller"
The Cursed,"fantasy, horror, mystery"
Don Jon,"comedy, drama, romance"
Spaceballs,"adventure, comedy, sci-fi"
Michael Clayton,"crime, drama, mystery"
A Beautiful Day in the Neighborhood,"biography, drama"
Rush Hour,"action, comedy, crime"
The Professor,"comedy, drama"
Cannibal Holocaust,"adventure, horror"
The Conjuring: The Devil Made Me Do It,"horror, mystery, thriller"
Conan the Barbarian,"action, adventure, fantasy"
Bad Boys,"action, comedy, crime"
The Book of Eli,"action, adventure, drama"
Just One of the Guys,"comedy, romance"
Gunpowder Milkshake,thriller
G.I. Jane,"action, drama, war"
Overboard,"comedy, romance"
Up in the Air,"comedy, drama, romance"
Apollo 13,"adventure, drama, history"
Event Horizon,"horror, sci-fi, thriller"
The Vault,"action, adventure, thriller"
Olympus Has Fallen,"action, thriller"
Super 8,"action, mystery, sci-fi"
"Paris, 13th District","comedy, drama, romance"
Time Bandits,"adventure, comedy, fantasy"
12 Strong,"action, drama, history"
The Mist,"horror, sci-fi, thriller"
The 40-Year-Old Virgin,"comedy, romance"
Man on Fire,"action, crime, drama"
Triple Frontier,"action, adventure, crime"
The Boondock Saints,"action, thriller"
The Survivor,"biography, drama, sport"
Aladdin,"animation, adventure, comedy"
Lawrence of Arabia,"adventure, biography, drama"
Spotlight,"biography, crime, drama"
Fast & Furious,"action, crime, thriller"
Offseason,"drama, fantasy, horror"
Gerald's Game,"drama, horror, thriller"
Jumanji,"adventure, comedy, family"
21 Bridges,"action, crime, drama"
Dark Waters,"biography, drama, history"
The Ring,"horror, mystery"
Assassination Nation,"action, comedy, crime"
Back to the Future Part III,"adventure, comedy, sci-fi"
Friends with Benefits,"comedy, romance"
Austin Powers: International Man of Mystery,"adventure, comedy"
American Gangster,"biography, crime, drama"
Everybody Wants Some!!,comedy
The Guardian,"action, adventure, drama"
The Hills Have Eyes,"horror, thriller"
Madagascar,"animation, adventure, comedy"
Perfume: The Story of a Murderer,"crime, drama, fantasy"
The Bourne Identity,"action, mystery, thriller"
The Quick and the Dead,"action, romance, thriller"
Remember the Titans,"biography, drama, sport"
Mad Max,"action, adventure, sci-fi"
The Guard,"comedy, crime, thriller"
How the West Was Won,western
Road to Perdition,"crime, drama, thriller"
Crimes of the Future,"comedy, sci-fi"
The Machinist,"drama, thriller"
Escape from New York,"action, adventure, sci-fi"
Legends of the Fall,"drama, romance, war"
Warcraft,"action, adventure, fantasy"
Battleship,"action, adventure, sci-fi"
Coraline,"animation, drama, family"
Trolls World Tour,"animation, adventure, comedy"
Revolutionary Road,"drama, romance"
The Blues Brothers,"action, adventure, comedy"
Porky's,comedy
Set It Up,"comedy, romance"
Beauty and the Beast,"animation, family, fantasy"
Big Trouble in Little China,"action, adventure, comedy"
Liar Liar,"comedy, fantasy"
Blood Diamond,"adventure, drama, thriller"
Charlie's Angels,"action, adventure, comedy"
Murder Mystery,"action, comedy, crime"
Sexy Beast,"crime, drama, thriller"
Army of Darkness,"comedy, horror"
Two Night Stand,"comedy, romance"
Machete Kills,"action, crime, thriller"
District 9,"action, sci-fi, thriller"
The Hunger Games: Mockingjay - Part 2,"action, adventure, sci-fi"
The Descent,"adventure, horror, thriller"
