title,genres
Under Investigation,"crime, drama, thriller"
The Fourth Horseman,western
Where's Willie?,"comedy, family, sci-fi"
Freedom Strike,"drama, action"
Anne of Windy Poplars,drama
Bunker of the Dead,"action, comedy, horror"
Eva,drama
The Bannen Way,"action, comedy, crime"
California Indian,drama
Hill 24 Doesn't Answer,"adventure, drama, romance"
Vortex,thriller
Four Desperate Men,"action, crime, drama"
Street Hero,drama
"Love, Life & Laughter","comedy, drama, musical"
Danger on My Side,"crime, drama"
Ten 'til Noon,"crime, mystery, thriller"
Bartender,drama
Jessie: The Golden Heart,"drama, history, romance"
Bad Blonde,"crime, drama, sport"
Blue Ridge,"comedy, drama"
College Musical,musical
Ragdoll,"fantasy, horror"
All the Lonely People,drama
DAU. String Theory,drama
Frame Switch,"crime, mystery, thriller"
The Odds,"crime, mystery"
Manhattan Chase,"action, drama"
Taken,"drama, thriller"
Three Dollars,drama
Saint Dracula 3D,"horror, romance, thriller"
Turner Risk,"drama, thriller"
Boonie Bears Winter,"animation, comedy"
The Brothers O'Toole,"comedy, western"
The Devil's Sisters,"crime, drama"
Weary River,drama
Special Ops,"action, thriller"
On the Ball,comedy
Journey Through Rosebud,drama
Enter Madame!,"comedy, romance"
Redemption,"adventure, drama, romance"
The Moleman of Belmont Avenue,"comedy, horror"
Hollywood 90028,"drama, horror"
Movie,comedy
Make-Believers,musical
Shawn Mendes: Live in Concert,music
Ski Troop Attack,"action, war"
From Nowhere,drama
The Custodian,"drama, romance"
Xiong zhong,"action, drama"
Injun,"action, western"
1001 Grams,drama
"I Love You, Don't Touch Me!","comedy, romance"
The Perfect Picture,comedy
Strange Friends,"drama, mystery"
A Matter of Degrees,comedy
Tied in Blood,"drama, horror, mystery"
Hotet,"action, thriller"
Scandalous,drama
Não Se Aceitam Devoluções,comedy
The Ballad of Frankie Silver,"drama, history"
Militia,"action, adventure"
Raiders of the Living Dead,horror
The Further Adventures of Anse and Bhule in No-man's Land,"adventure, drama, fantasy"
The Hypnotist,"comedy, drama"
Affair in Havana,"crime, film-noir"
Storm Watch,"action, sci-fi"
Whitepaddy,"animation, drama, fantasy"
Farm,"drama, horror, thriller"
I Don't Want to Kill Myself,"comedy, drama, romance"
Cement Suitcase,"comedy, drama"
Valentines Date,comedy
Back in the No,drama
Fox Hunting,action
Concealed,"action, drama, thriller"
Blue Moon,thriller
Iceland,comedy
The Commissioner,"drama, thriller"
The Timekeeper,"adventure, drama"
Zoo Wars 2,animation
Alexandria... New York,"drama, music, romance"
Under Crystal Lake,thriller
National Theatre Live: The Comedy of Errors,comedy
The Slams,"action, crime, drama"
Black Ice,"action, crime, sport"
Alien Presence,"sci-fi, thriller"
Sharkproof,"action, comedy"
Confidentially Connie,"comedy, family"
Penny Gold,"crime, drama, mystery"
The Magic School Bus Rides Again: Kids in Space,"animation, adventure, comedy"
Japanese Borscht,drama
Uncertain Terms,"comedy, drama"
Insensate,drama
Shevenge,horror
Buck Rogers,"family, romance, sci-fi"
Rescue,action
The Unpolished,drama
Music for Millions,drama
Mukhsin,"comedy, drama, family"
Pacific Inferno,war
Katy's Love Affair,drama
Ludwig - Requiem for a Virgin King,"biography, drama, history"
Magic Hour,crime
Traitors,drama
The Pleasure Principle,"comedy, drama, romance"
Huckleberry,"drama, thriller"
A Thousand Kisses,"comedy, drama, romance"
1 Buck,"drama, thriller"
Out of the Body,"horror, thriller"
O.K. Garage,"comedy, drama, crime"
SARS-29,drama
The Spectre of Edgar Allan Poe,"drama, horror"
9 1/2 Ninjas!,comedy
Unknown Nation: Potion Wars,"action, sci-fi"
Cari genitori,drama
Little Vegas,"comedy, drama, romance"
Vigilante,"action, crime, drama"
Diamond's Edge,"adventure, comedy, crime"
The Turnaround,"crime, drama"
Four Girls in White,"action, comedy, drama"
Thunderhead: Son of Flicka,"action, drama, family"
Frankenstein's Great Aunt Tillie,"comedy, horror, sci-fi"
Film About a Woman Who...,drama
The Breakup Girl,"comedy, drama"
Fallout,"action, sci-fi"
Ill Gotten Gains,"drama, history"
Nebraska,drama
Yankee Pasha,"adventure, romance"
Children of Invention,drama
Slave,"crime, thriller"
Dead Kansas,"adventure, horror"
Ce qu'il faut pour vivre,drama
Erotic Liaisons,"crime, drama, mystery"
Followers,drama
Demon,horror
Treasure Lies,drama
The Heart Specialist,"comedy, drama"
The Jolly Boys' Last Stand,drama
Prodigal,drama
The Woman of the Town,western
Mayhem,"action, crime, thriller"
Frankenhood,"comedy, horror, sport"
Ride,action
Anchor Baby,"drama, thriller"
Angels'Shepherd,"drama, romance"
Fear of a Black Planet,"action, drama, thriller"
Sacrament,"drama, horror, thriller"
"Zorro, the Avenger","adventure, family, western"
Witch,thriller
The Erlprince,drama
Hex,"history, horror, thriller"
Aswang,"horror, thriller"
Hotel Lux,comedy
The Life Coach,comedy
Amalia,"horror, romance, sci-fi"
It Was an Accident,"comedy, drama"
Trasharella Ultra Vixen,adventure
Night Class,"crime, thriller"
The 9/11 Commission Report,"drama, thriller"
Hammerhead,action
Razors: The Return of Jack the Ripper,"fantasy, horror, mystery"
The Hand of Pleasure,"comedy, sci-fi"
Night Wars,"horror, mystery, sci-fi"
Redrum,comedy
The I Don't Care Girl,"biography, musical"
Summer Madness,drama
Mondo Keyhole,drama
Servitude,comedy
Winstanley,"biography, drama, war"
They Don't Cut the Grass Anymore,horror
A Fare to Remember,comedy
Life Is Too Short,drama
Call of the Prairie,western
Kemek,thriller
Rosita,"romance, comedy"
2BPerfectlyHonest,"comedy, drama"
The Christmas Switch,"family, fantasy"
The Exchange,sci-fi
The Age of Adulting,drama
Four Blood Moons,"drama, history"
Son épouse,drama
"In the Meantime, Darling","comedy, war"
Street Asylum,"action, sci-fi, thriller"
Heroes for Sale,"drama, romance, war"
The Pirate's Curse,"action, adventure, romance"
The Restless Years,"crime, drama, film-noir"
"It's a Joke, Son!",comedy
Blood Hunters: Rise of the Hybrids,action
The Return of Peter Grimm,"comedy, drama, fantasy"
My Way Home,"biography, drama"
Lulu Belle,drama
House of the Wolf Man,"family, horror"
Healing River,drama
Cock & Bull Story,"crime, drama, sport"
Convict 99,comedy
Lie Low,"drama, thriller"
Blonde in Bondage,"crime, drama"
It's All Yours,"comedy, music, romance"
Reason to Die,"action, crime, thriller"
Tu£sday,"action, crime, mystery"
A Medal for Benny,drama
Dynamite Brothers,"action, drama"
1400,"drama, music, romance"
The Journeyman,thriller
Relative Fear,"drama, horror, thriller"
The Touchables,"comedy, crime"
Hell Hole,"action, crime, drama"
The Magnificent Yankee,"biography, drama"
The Designated Mourner,drama
Death by 1000 Cuts,horror
Domain,"drama, romance"
Fury at Smugglers' Bay,adventure
The Killing of Jacob Marr,horror
The Anxiety of Laughing,drama
For Izzy,drama
A Woman's Tale,drama
The Naked Witch,"drama, horror"
Deadly Addiction,action
South West 9,drama
Street Crimes,"action, drama"
Hot Wheels Acceleracers the Ultimate Race,"animation, action, sci-fi"
Stagecoach Kid,western
Dancing in September,drama
Rice on White,"comedy, romance"
Man Overboard,comedy
Zomblies,"action, drama, horror"
Girl in Golden Gate Park,"drama, mystery"
Trattoria,comedy
Booby Trap,"action, crime, drama"
Obsidian,horror
Curry and Pepper,"action, comedy"
On the Yard,drama
Tunnel Vision,"crime, drama, thriller"
Excursion,"mystery, sci-fi, thriller"
The Caretaker,"comedy, drama, horror"
Hard Plastic,comedy
Reign,drama
The Magnificent Fraud,"crime, drama, mystery"
Grendel Grendel Grendel,"animation, adventure, comedy"
Go to Hell,"adventure, comedy, horror"
The Killer,horror
Hot Summer Night,"crime, drama, film-noir"
The Trouble with Dee Dee,comedy
Dark Feed,horror
OMG... We're in a Horror Movie,"comedy, horror"
The Big Score,"action, crime, drama"
Loose Ankles,"comedy, romance"
Zoop in Afrika,"comedy, adventure, drama"
RIP: Rest in Pieces,"crime, horror"
Angel Unchained,"action, drama, thriller"
Show of Shows,musical
Escapade,"comedy, romance"
Family Demons,horror
Salty,"family, comedy, drama"
How U Like Me Now,"comedy, romance"
The 8th Plague,"action, horror"
Gentleman's Club,comedy
Layover,thriller
Full Moon in New York,drama
Father Dear Father,comedy
Horrortales.666 Part 2,horror
Base,"action, drama, mystery"
It's a Wonderful World,"musical, comedy"
That's Carry On!,comedy
The Oyster Princess,comedy
The Hitter,"action, drama, thriller"
Where's Marlowe?,"comedy, mystery, thriller"
The Butterfly Tattoo,"drama, romance, thriller"
Mujhe Jeene Do,"action, crime, drama"
The Unscarred,thriller
Curse of the Headless Horseman,horror
Stay with Me,comedy
A Doggone Hollywood,family
Times Square Lady,"crime, drama, music"
Queen of the Mob,"crime, drama"
The Lady with a Lamp,"drama, history, war"
The All-American Boy,"drama, sport"
Malaika,"adventure, family"
Jerked,comedy
Five and Ten,"drama, romance"
Gold,comedy
Zanka Contact,drama
Looking for Leonard,"comedy, crime, drama"
The Imperialists Are Still Alive!,drama
Bollywood Beats,comedy
L.A. Heat,action
Getting Wasted,comedy
Queen of the Trap House,"action, crime, drama"
Guardianes de Oz,"animation, adventure, fantasy"
Game Time,"action, romance, sport"
No Rules,"action, sport"
Christmas with Cookie,"comedy, horror, sci-fi"
Crustacean,"comedy, horror"
Nudity Required,comedy
The Cave,"romance, thriller, crime"
Shutter,"horror, thriller"
The New Frontier,"action, adventure, drama"
Wanton Mee,drama
The Thing on the Doorstep,"horror, mystery, thriller"
Quiet Murders,"action, comedy, crime"
Dead Residence,horror
The Temptation of St. Tony,"drama, fantasy, mystery"
Once Were Rebels,comedy
The Treasure,adventure
The Very Edge,drama
Sweet Rosie O'Grady,musical
The House in Marsh Road,"horror, thriller"
Black Commando,"action, drama, romance"
Dense Fear Bloodline,horror
Return of the Roller Blade Seven,"action, sci-fi"
Gentlemen Are Born,"drama, music, romance"
Be My Baby,"comedy, romance"
The Wiser Sex,"comedy, drama"
Silent Predator,comedy
Bend & Break,"comedy, drama, romance"
Day of the Nightmare,"horror, mystery"
The Assassin,"crime, mystery, thriller"
Canadian Mounties vs. Atomic Invaders,western
The Chain,"adventure, mystery, thriller"
Noah's Arc,drama
Spirit Lost,"drama, horror"
Ice Dragon: Legend of the Blue Daisies,"animation, adventure, family"
Dogman's Rabies,"crime, horror, thriller"
The Moment After II: The Awakening,"drama, sci-fi, thriller"
The Devil's Woods,"drama, horror, mystery"
Spoken Word,drama
The Real Deal,"drama, romance, thriller"
Frankie,drama
The Goose and the Gander,"comedy, drama, romance"
The Haunting of Pearson Place,"horror, thriller"
Prebujanja,drama
Bompton Had a Dream,"comedy, crime, drama"
The Art of Stealing,"action, comedy, crime"
Dead Badge,"action, drama, thriller"
The Preview Murder Mystery,"action, crime, mystery"
Black Mountain Poets,"comedy, drama, romance"
Chatter,"drama, horror, thriller"
Sun Belt Express,"comedy, drama, family"
Inspector Hornleigh,"comedy, mystery"
The Lost Tribe,"action, adventure, crime"
"Tennis, Anyone...?","comedy, sport"
Maruti Mera Dosst,"animation, adventure, drama"
Criminally Insane 2,"horror, thriller"
Searching for Sonny,"comedy, mystery"
Bella Ciao!,drama
Isn't Life Wonderful,"drama, romance"
Dating Daisy,"comedy, drama, family"
Prescient,"drama, sci-fi, thriller"
The Blackbird,"crime, drama, romance"
Ek Musafir Ek Hasina,"action, comedy, mystery"
Water 2: The Cleansing,"comedy, horror, thriller"
Lust and Revenge,"comedy, drama"
World in My Corner,"drama, film-noir, sport"
Soundtrack to Sixteen,"comedy, romance"
The Suicide Theory,drama
The Kid,"drama, sport"
Mister Deathman,action
The Uh-Oh Show,"comedy, horror"
Lost & Found,"comedy, drama"
Pale Blue Moon,sci-fi
To Love Is Enemy of the Great Dull Void,comedy
Scared,"horror, thriller"
Fame-ish,comedy
Respite,"action, crime, drama"
Give Me Your Heart,"drama, romance"
Flowing Gold,"adventure, drama, romance"
All American,"drama, romance, sport"
The Hardy Bucks Movie,"comedy, drama"
Legally Blonde: The Musical,"comedy, musical"
The Brazen Bull,thriller
Give and Take,"drama, thriller"
Dead End City,"action, thriller"
Dr Liebenstein,"adventure, horror, thriller"
Lilac Time,"drama, romance, war"
The Legend of Grizzly Adams,adventure
Little Bigfoot 2: The Journey Home,family
A Slight Case of Larceny,"comedy, crime"
Skin and Bone,"comedy, drama"
Speed Demon,"action, horror, thriller"
Alpha Alert,thriller
...Almost,"drama, fantasy, romance"
The Last Request,comedy
The Journeyman,western
Ultimate Zombie Feast,horror
The Flirting Widow,"comedy, romance"
6 Hours to Live,"drama, mystery, sci-fi"
The Great Sioux Uprising,western
Frankenstein Reborn,"horror, sci-fi, thriller"
Greenwich Village,"comedy, drama, music"
Zombie Mutation,horror
San Ferry Ann,comedy
The Great Water,"drama, war"
Enter the Eagles,action
Lesbo-A-Go-Go,drama
Purse,"horror, thriller"
The Melancholy Fantastic,"drama, fantasy, horror"
Love Is on the Air,"crime, drama, mystery"
Dead on Sight,"mystery, thriller"
Sunset Trail,western
Blink of an Eye,adventure
The Legend of Secret Pass,"animation, family, fantasy"
Another Girl Another Planet,drama
The City Is Mine,"action, drama"
Witness to a Kill,"action, thriller"
The Adventures of Pepper and Paula,"drama, family"
Subterranea,"drama, mystery"
Strigoi,"comedy, drama, fantasy"
Let's Get Tough!,comedy
The Lonely Trail,western
The Nature of the Beast,drama
Our Husband,comedy
Hut in the Woods,drama
The Empty Mirror,"drama, history, war"
Warhead,"action, adventure, war"
People to Kill,drama
Flip the Script,comedy
Tomorrow We Live,"action, crime, drama"
Boozecan,drama
The Lamp of Truth,drama
Aaron's Blood,"drama, horror, mystery"
Vengence Is Mine,drama
This Is Martin Bonner,drama
Gun Street,western
Didn't You Hear?,"drama, fantasy"
Rush It,comedy
Broadway Nights,"drama, romance"
Some Are Born,thriller
Magic City Memoirs,drama
Racing Lady,"drama, romance, sport"
Spaced Cats,"animation, comedy"
As Long as They're Happy,"comedy, drama, musical"
Waiting for Dublin,romance
Bomb at 10:10,war
She,"adventure, fantasy, sci-fi"
In Your Dreams,"comedy, fantasy, romance"
Bluegrass Spirits,"comedy, drama"
I Zombie: The Chronicles of Pain,"drama, horror"
Rich Kids,drama
"Charlie, Trevor and a Girl Savannah","crime, romance, thriller"
Under California Stars,western
A Better You,comedy
Travelling Light,drama
Reverie,drama
How Sleep the Brave,"action, drama"
Relative Happiness,"comedy, romance"
Lucky Losers,"action, adventure, comedy"
Final Contract: Death on Delivery,action
The Red Thread,"drama, romance"
Three's a Shroud,horror
Window Theory,"comedy, drama, romance"
These Days,drama
Poison Pen,drama
The Wake of Light,"drama, romance"
End Play,thriller
Merry Wish-Mas,romance
Ice Men,drama
Dark Side of the Moon,"horror, sci-fi, thriller"
Swedish Auto,drama
Swimsuit: The Movie,comedy
Splinters,drama
Dead Man's Float,"crime, drama"
The Promised Heaven,"comedy, drama"
Pretty Slick,history
Closing Escrow,comedy
Gol & Gincu Vol. 2,"comedy, drama"
Delirium,horror
A Stray,drama
Guidance,comedy
Free and Easy,"comedy, musical"
Tower of Terror,"thriller, war"
Sweet Murder,thriller
Young and Beautiful,"comedy, music, romance"
Good Cop Bad Cop,action
Young People,"drama, musical"
The Big Day,drama
Hide & Seek,"drama, horror, thriller"
Yesterday,"action, comedy, drama"
Versus,drama
Happy New Year,"drama, war"
"Jack, Jules, Esther & Me","comedy, drama, romance"
You Can't Stop the Murders,"comedy, thriller"
Mr. Misunderstanding,"comedy, drama, romance"
An Old-Fashioned Girl,"comedy, musical, romance"
The Devil's Dozen,"horror, mystery, thriller"
Looking for Oum Kulthum,drama
Queen of the Night,"comedy, romance"
Don Quixote,"adventure, comedy, drama"
Straitjacket,drama
Nineteen Summers,drama
Cyanide Mallika,crime
Relentless Justice,"action, crime, drama"
Shrek 2 Retold,animation
Alone Time,thriller
The Hacks,drama
Mask of Thorn,horror
All That I Am,drama
Black and Blue,"drama, music"
The Least of These,"drama, mystery, thriller"
Ice from the Sun,"fantasy, horror"
Wild Wind,"drama, war"
The James Gang,"comedy, crime"
Waltzing Anna,comedy
Assassin's Game,action
Momma's Man,"comedy, drama"
Hawkeye,"action, crime, drama"
Devil Within,thriller
A Very Unsettled Summer,"drama, romance"
A Business Affair,"comedy, romance"
Redeeming Love,drama
G2,"action, adventure, fantasy"
Elite,action
Tick Tock Lullaby,drama
Dangerously They Live,drama
Night Unto Night,"drama, romance"
The Aviators,"animation, adventure, family"
Garbage Theory,comedy
Specter of the Rose,"drama, film-noir, music"
The Last Fitness Instructor,"action, romance, thriller"
Sonic Impact,"action, thriller"
Spettri,horror
Dhoom Dadakka,"comedy, crime, drama"
2016,horror
Dead Fred,"comedy, crime"
Try,drama
The Trouble with Dick,"comedy, sci-fi"
The Comic,"drama, horror, sci-fi"
Montreal Main,drama
Paranormal Incident,"horror, sci-fi"
"Paradise, Texas",drama
Cold Front,crime
1864,drama
Sunday,"drama, romance"
Two Lost Worlds,"adventure, romance, sci-fi"
Maniacts,"action, comedy, drama"
Tempest,"drama, romance"
Andy Hardy Gets Spring Fever,"comedy, family, romance"
Hansel and Gretel,"animation, adventure, family"
"Debunkers, Inc.","adventure, family, mystery"
Border Cop,"drama, thriller"
The Great Bank Hoax,comedy
Hell Is Empty,"crime, drama"
Of Women and Horses,"drama, sport"
Emile,drama
The Mantrap,mystery
The Timber Tramps,adventure
The Other Half,"comedy, romance"
The Three Muscatels,comedy
"Run Home, Slow",western
Finding Hubby,"comedy, drama, romance"
Almost Salinas,"comedy, drama, mystery"
"O, My Darling Clementine","comedy, music"
Another Meltdown,"action, thriller"
My Bestfriend's Girlfriend,"comedy, drama, romance"
Blurred,"comedy, drama"
Test Tube Babies,drama
The Dark Side Of Opulent III,drama
Classroom 6,"horror, mystery"
Central Park Dark,thriller
Teenage Tramp,"crime, drama"
The Cabin,"comedy, horror"
Models Inc.,"crime, drama, film-noir"
A Timeless Love,"comedy, drama, family"
Invitation to Hell,horror
The Story of Drunken Master,"action, comedy"
Canes,"horror, thriller"
Le nouveau protocole,"action, drama, mystery"
Middletown,drama
The Eternal Sea,"biography, drama, war"
It's a Date,"comedy, musical, romance"
Atarodo,drama
Sweet Lies,"comedy, romance"
Amor de hombre,"comedy, drama"
Bark!,"comedy, drama"
Open House,musical
In the Company of Women,"adventure, comedy, drama"
The Good Bad Girl,"crime, drama, romance"
Taliesin Jones,"drama, family"
Letter to the King,drama
The Encounter,"horror, sci-fi"
Arsène Lupin Returns,"crime, mystery"
My Sister's Wedding,comedy
Intimacy,drama
The Awakened,"action, horror, sci-fi"
Josephine,"drama, history"
Kids Run,"crime, drama, romance"
For the Hits,comedy
Treacherous,drama
Little Egypt,"comedy, drama"
Catherine's Grove,"crime, drama, mystery"
Don't Knock the Twist,musical
Little Rascals Varieties,"comedy, family, musical"
Making Plans for Lena,drama
Buying Time,action
Secret Service in Darkest Africa,"action, adventure, war"
How to Steal the World,"adventure, comedy, crime"
Mercy,"crime, drama, thriller"
The Sideling Hill,horror
Vamp Bikers Dos,horror
Proud,drama
Double Parked,"comedy, drama"
Roundabout American,"comedy, romance"
Murder at Dawn,"crime, drama, horror"
Vampire at Midnight,"drama, horror, thriller"
The Last Word,"comedy, drama"
Into the Void,"adventure, sci-fi"
The Big Turnaround,action
The Falcon and the Co-eds,"crime, mystery, drama"
Seminole Uprising,"war, western"
A Holy Terror,"action, adventure, western"
Up All Night,comedy
Sinbad and the Pirate Princess,"action, adventure, fantasy"
STARLIGHT,"drama, musical"
Le Marquis de la Croix,"fantasy, horror"
Ragged Heart,thriller
The Occupant,"comedy, horror"
The Saint in New York,"crime, drama, mystery"
ImagiGARY,comedy
Jon,horror
The Starfighters,drama
Durj,"crime, mystery, thriller"
Oldás és kötés,drama
Paano kita iibigin,"comedy, drama, romance"
Lethal Obsession,"thriller, crime, drama"
Love Is a Woman,"crime, drama, mystery"
Bodywork,crime
Future Fear,"horror, sci-fi"
Torn Apart,"drama, romance"
"Climb It, Tarzan!","comedy, drama"
Strings,drama
...and the Earth Did Not Swallow Him,drama
Lullaby of Bareland,drama
Waterproof,drama
Shelf Life,"comedy, drama, musical"
Blumenthal,comedy
Torture Ship,"horror, sci-fi"
Heavy Duty,thriller
Smokey and the Judge,"action, comedy"
All About Eva,"drama, thriller"
Once Upon a Time in Philly,drama
Sanjog,"comedy, drama, romance"
Cigarette Soup,"action, drama, war"
The Ghost Dance,"horror, thriller"
Mar,drama
Second Star on the Right,comedy
Jet Storm,thriller
Super Zeroes,comedy
Mitr: My Friend,drama
The Theta Girl,"action, horror, sci-fi"
Ghost Town,western
Inside You,"comedy, fantasy, romance"
Pendulum Swings,drama
Scarlet Angel,"action, adventure, drama"
The Kirlian Witness,thriller
The Case of the Stuttering Bishop,"comedy, crime, drama"
Night Creature,"adventure, horror, thriller"
The Contract,"action, comedy, crime"
Female Fever,drama
This Man's Navy,"drama, adventure"
Crashing Hollywood,"comedy, crime"
Disorder,thriller
1480: Radio Pirates,"adventure, drama, music"
Do I Love You?,"comedy, drama, romance"
Third Contact,"drama, mystery, sci-fi"
Dondi,"comedy, drama, family"
Chop-Chop Lady: The Elsa Castillo Story,"crime, drama"
Primal Scream,"sci-fi, thriller"
The Accidental Spy,action
Family Honor,"crime, drama"
Ghett'a Life,"action, drama"
Jumping for Joy,"comedy, romance"
A Time to Remember,"drama, music"
Extraction Point,"action, sci-fi"
Escape from Marwin,"horror, thriller"
Nocturnal Activity,"horror, sci-fi"
Dirty Dead Con Men,"action, crime, drama"
Chasing the Star,adventure
Such a Long Journey,drama
The Young Guns,western
Clay Pigeon,"action, drama"
Up the Creek,comedy
The Marcus Garvey Story,biography
Selon Charlie,drama
Killers of Kilimanjaro,adventure
The Politics of Fur,drama
Norman Wisdom: His Story,biography
Escape Me Never,drama
The Savage Girl,"adventure, comedy"
On the Rocks,"comedy, drama"
Toomelah,"crime, drama"
Maria My Love,drama
The Wild Blue Yonder,"drama, war"
First Mission,drama
A Psycho's Path,horror
Lafayette,"biography, drama, history"
Almost Kings,drama
The Bizarre Ones,drama
Strip Club Slasher,"comedy, crime, horror"
The Shadow,"action, crime, mystery"
Detour,"crime, drama, mystery"
The Gun Hawk,western
Corona Viral Monologues,comedy
What Goes Around,horror
Ghost Ship,"adventure, family"
Tarawa Beachhead,"drama, war"
Liberated,drama
Tokyo Raiders,"action, comedy, drama"
The Marauders,western
Facade,thriller
Dead Inn,horror
Death's Door,horror
Came a Hot Friday,"adventure, comedy"
The Trial,"crime, drama, family"
Ordinary Sinner,"drama, romance"
Goy,"drama, thriller"
Spiker,horror
The Pastor and the Pro,comedy
Easy Land,drama
Galaxy Hunter,"romance, sci-fi"
I'm from Arkansas,"comedy, music, romance"
The Return of the Scarlet Pimpernel,"drama, history, romance"
The Go-Getters,"adventure, comedy"
Where Trails Divide,western
Johnny Concho,western
Northless,drama
You Can't Fight Christmas,"comedy, family, romance"
Nurse Edith Cavell,"biography, drama, war"
Ill Fated,"comedy, drama"
Loot,"action, comedy, crime"
Sonic Rebuilt,"animation, comedy"
"Love, Repeat","comedy, drama, family"
Nutcracker Fantasy,"animation, family, fantasy"
Thirty Nine,drama
The Great McGonagall,"biography, comedy"
The Darien Gap,comedy
Riptide,drama
The Dirty 30,"comedy, drama, romance"
Evergreen,drama
Beyond Reason,drama
Hysterical Psycho,horror
Michael Yo: Blasian,comedy
Sister/Brother,drama
Barefoot Boy,"action, adventure, crime"
In Old Cheyenne,western
Tenant of the House,drama
The Land of Owls,"drama, romance"
"What's Up, Hideous Sun Demon","comedy, sci-fi"
The Mailbag Robbery,"crime, drama, thriller"
Night Train to Paris,"drama, thriller"
Les vacances de l'inspecteur Tahar,comedy
Altered Species,"horror, sci-fi, thriller"
Men with Guns,"action, crime, drama"
Dirt,"comedy, crime"
Baggage,mystery
Before Your Time,family
Vivere,"drama, romance"
Alone,"horror, mystery, thriller"
Harbinger,"drama, fantasy, horror"
Pursuit of Love,"drama, romance"
Holland Road Massacre: The Legend of Pigman,horror
District,drama
Kissing Cousins,comedy
Feast of Varanasi,"crime, drama, thriller"
Psychosynthesis,thriller
Yellow Jack,"drama, history, mystery"
Fiesta Patria,drama
Dick Tracy Returns,drama
Adventure in Diamonds,"crime, drama"
Nuvvante Pichhe,romance
Boys Feels: Desire in the Dark,drama
Bittersweet Monday,"drama, romance"
Puberty: The Movie,comedy
Here Come the Littles,"animation, adventure, family"
Daddy,"drama, family"
Angels in Notting Hill,"comedy, drama, fantasy"
Cry for the Bad Man,"horror, thriller"
Perfectly Normal,comedy
Bad Georgia Road,"action, comedy"
Never Been Thawed,comedy
King of Sorrow,"drama, thriller"
The Valley of the Giants,"drama, romance"
Kill Cavalry,war
Liam White: The Forgettable Life of Liam White,drama
The Wife of Monte Cristo,"adventure, drama, romance"
Swan Lake 3D - Live from the Mariinsky Theatre,"drama, family, fantasy"
Last Call,drama
The Vanishing Shadow,"action, adventure, thriller"
The Mumbo Jumbo,comedy
Behind the Make-Up,drama
Sex.Sound.Silence,drama
The Torso Murder Mystery,mystery
The Grave Caller,horror
Bricked,drama
Run for Love,"drama, romance"
Strawberry Fields,drama
Lick,"comedy, drama"
Getting Even,"action, adventure, romance"
Strikdas,comedy
The Music Island,"drama, thriller"
Invasion Earth,sci-fi
Salton Sea,drama
The Cracksman,comedy
Sporting Blood,"drama, romance, sport"
Deck Dogz,"action, adventure, drama"
Wives Under Suspicion,"crime, drama, romance"
King of the Bullwhip,western
And They're Off,comedy
The Badge of Marshal Brennan,"romance, western"
Älska mig,"drama, romance"
What Maisie Knew,drama
Love Is Not Love,romance
Keely and Du,"drama, thriller"
The Business of Fancydancing,"drama, music"
Alles ist Liebe,"comedy, drama, romance"
"Gangsters, Guns & Zombies","comedy, horror"
Visage,"drama, thriller"
Mother Ghost,"comedy, drama"
Mumbai Cutting,drama
Small Kill,thriller
Rain,drama
The Missionary Position,"comedy, romance"
Soul Custody,"drama, fantasy, thriller"
Zus & Zo,"comedy, fantasy, romance"
Effigy: Poison and the City,"crime, history"
"The First, the Last","comedy, crime, romance"
On Your Toes,"music, comedy"
The GoodTimesKid,"action, comedy"
Cut,"horror, mystery, thriller"
Jungle Drums of Africa,"action, adventure, romance"
One Big Affair,"adventure, comedy, romance"
Brighty of the Grand Canyon,"drama, family"
Boots Malone,"drama, sport"
On the Ropes,action
Tabló,crime
Stratford Festival: Hamlet,drama
Skyler,"crime, drama, romance"
Kampout: Director's Cut,horror
Rattlers 2,horror
Going to the Chapel,comedy
Henry IV: Part 1,drama
Death by Engagement,"horror, comedy"
Dante's Inferno,"animation, drama, fantasy"
Wild on the Beach,comedy
Loser,drama
Warm Nights on a Slow Moving Train,"comedy, drama, thriller"
Pistachio - The Little Boy That Woodn't,"animation, family, fantasy"
Saddle Tramp Women,western
One More River,"drama, romance"
Summer's Shadow,"drama, family"
Kill Her Gently,thriller
Flowers Movie,drama
Salt Water Moose,"drama, family"
Chain,drama
DeMarcus Cousins Presents Boogie's Comedy Slam,comedy
The Walk,drama
Ghatothkach,"animation, family"
Silverhide,"horror, mystery, thriller"
Implanted,"drama, mystery, sci-fi"
Good Boys,"crime, drama, romance"
Opium: Diary of a Madwoman,"drama, romance"
Piccadilly Jim,"comedy, romance"
The Girl of the Golden West,"romance, western"
Smoke Screen,thriller
Love by Chance,comedy
In the Life of Music,"drama, family, history"
Via Appia,"adventure, drama, romance"
The Ravine,"drama, war"
Bomb the System,"action, drama"
Haunted Harbor,"action, adventure, crime"
Alien Valley,"horror, mystery, sci-fi"
We Ourselves,drama
Angel's Perch,drama
O Vendedor de Passados,drama
Las Vegas Nights,comedy
A Previous Engagement,"comedy, romance"
Kira's Reason: A Love Story,drama
Panchakshari,"drama, fantasy, thriller"
3 Men in White,"comedy, drama, romance"
The Final Patient,"horror, thriller"
The Third Visitor,"crime, drama"
Zaza,drama
True Friends,drama
Anderson's Cross,"comedy, drama, romance"
The Directive,"action, comedy, sci-fi"
